irr-C3-6	6	1	1	0	True	(1,0,0)
irr-C3-14a	14	4	-2	3	False	(0,1,0)
irr-C3-14b	14	5	-7	6	True	(0,0,1)
irr-C3-21	21	8	14	3	False	(2,0,0)
irr-C3-56-h	28	18	48	15	True	(3,0,0)
irr-C3-64-h	32	16	4	18	True	(1,1,0)
irr-C3-70	70	40	-26	63	False	(1,0,1)
irr-C3-84	84	72	-168	204	False	(0,0,2)
irr-C3-90	90	60	-42	111	False	(0,2,0)
irr-C3-216-h	108	90	24	183	True	(2,0,1)
irr-C3-126a	126	93	-135	210	True	(0,1,1)
irr-C3-126b	126	120	450	165	False	(4,0,0)
irr-C3-252-h	126	165	825	330	True	(5,0,0)
irr-C3-189	189	144	168	228	False	(2,1,0)
irr-C3-448-h	224	240	540	510	True	(3,1,0)
irr-C3-616-h	308	374	-616	1353	True	(0,2,1)
irr-C3-330	330	495	-1749	2442	True	(0,0,3)
irr-C3-350	350	325	-35	780	True	(1,2,0)
irr-C3-378	378	423	-789	1446	True	(1,0,2)
irr-C3-385	385	440	-418	1419	False	(0,3,0)
irr-C3-792-h	396	858	6864	3003	True	(7,0,0)
irr-C3-462	462	792	5082	2145	False	(6,0,0)
irr-C3-512	512	512	-448	1440	False	(1,1,1)
irr-C3-525	525	600	810	1545	False	(3,0,1)
irr-C3-1100-h	550	825	2145	2640	True	(4,0,1)
irr-C3-594	594	792	-2046	3333	False	(0,1,2)
irr-C3-1344-h	672	976	-428	3834	True	(1,3,0)
irr-C3-1728-h	864	1584	7788	5478	True	(5,1,0)
irr-C3-924a	924	1144	880	3432	False	(2,2,0)
irr-C3-924b	924	1320	4620	3630	False	(4,1,0)
irr-C3-1001	1001	2288	-11440	17160	False	(0,0,4)
irr-C3-2016-h	1008	1608	3024	5892	True	(3,2,0)
