irr-A7-8	8	1	1	0	False	(1,0,0,0,0,0,0)
irr-A7-28	28	6	0	3	False	(0,1,0,0,0,0,0)
irr-A7-36	36	10	16	3	False	(2,0,0,0,0,0,0)
irr-A7-56	56	15	-9	12	False	(0,0,1,0,0,0,0)
irr-A7-63	63	16	16	6	False	(1,0,0,0,0,0,1)
irr-A7-70	70	20	-16	18	False	(0,0,0,1,0,0,0)
irr-A7-120	120	55	127	36	False	(3,0,0,0,0,0,0)
irr-A7-168	168	61	37	48	False	(1,1,0,0,0,0,0)
irr-A7-216	216	75	27	60	False	(1,0,0,0,0,1,0)
irr-A7-280	280	115	163	84	False	(2,0,0,0,0,0,1)
irr-A7-330	330	220	688	234	False	(4,0,0,0,0,0,0)
irr-A7-336	336	160	16	198	False	(0,2,0,0,0,0,0)
irr-A7-378	378	156	0	168	False	(1,0,1,0,0,0,0)
irr-A7-420	420	170	-16	183	False	(1,0,0,0,1,0,0)
irr-A7-504	504	215	-49	252	False	(1,0,0,1,0,0,0)
irr-A7-630	630	340	448	384	False	(2,1,0,0,0,0,0)
irr-A7-720	720	320	-16	378	False	(0,1,0,0,0,1,0)
irr-A7-792	792	715	2899	1092	False	(5,0,0,0,0,0,0)
